,fluxes
13BGH,0.0
13BGHe,0.0
13GS,0.2632951300209582
16GS,0.0
23CAPPD,0.0
2DDA7Ptm,0.0
2DHPtm,0.0
2DOXG6PP,0.0
2HBO,0.0
2HBt2,0.0
2HMHMBQMTm,0.0
2HP6MPMOm,0.0
2HPMBQMTm,0.0
2HPMMBQMOm,0.0
2MBACt,0.0
2MBALDt,0.0
2MBALDtm,0.0
2MBTOHt,0.0
2MBTOHtm,0.0
2MPPALt,0.0
2MPPALtm,0.0
2OBUTtm,0.04471005600549758
2OXOADPtim,0.06640382993655118
2PHETOHt,0.0
2PHETOHtm,0.0
34HPLFM,0.0
34HPPOR,0.0
34HPPt2m,0.0
34HPPt2p,0.0
3C3HMPt,0.0
3C3HMPtm,0.0
3C4MOPtm,0.0
3DH5HPBMTm,0.0
3DH5HPBtm,0.0
3DSPHR,0.0
3HAO,0.0
3HPH5MBDCm,0.0
3IPM3MT,0.0
3MBALDt,0.0
3MBALDtm,0.0
3MOBDC,0.0
3MOBtm,-0.13016264358632146
3MOPDC,0.0
3MOPt,0.0
3MOPtm,-0.0447100560054976
3OPHB5Hm,0.0
3OPHB_5tm,0.0
4ABUTNtm,0.0
4ABUTtm,0.0
4ABZt,0.0
4ABZtm,0.0
4H2OGLTtm,0.0
4H2OGLTtp,0.0
4HBZCOAFm,0.0
4HBZFm,0.0
4HBZtm,0.0
4HGLSDm,0.0
4HPRO_LTtm,0.0
4HTHRS,0.0
4MOPDC,0.0
5AOPt2,0.0
5AOPtm,0.0
6PGLter,-0.0006728550203214477
8AONNt2,0.0
AABTN,0.0
AACTOOR,0.0
AASAD1,0.0
AASAD2,0.06640382993655115
AATA,0.06640382993655117
ABTA,0.0
ABTt,0.0
ABUTDm,0.0
ABUTt2r,0.0
ACACT1b,1.7014616392005513
ACACT1m,3.593294845357567
ACACT1r,0.0
ACACT4p,0.0
ACACT5p,0.0
ACACT6p,0.0
ACACT7p,0.0
ACACT8p,0.0
ACACT9p,0.0
ACALDCD,0.0
ACALDt,0.0
ACALDtm,0.0
ACCOAC,0.09225074347579572
ACCOACrm,0.0
ACCOAtn,0.0
ACESt,0.0
ACGAM6PS,0.0
ACGAMPM,0.0
ACGKm,0.037285448884709214
ACGSm,0.0
ACHBSm,0.04471005600549758
ACHLE1,0.0
ACHLE2,0.0
ACHLE3,0.0
ACLSm,0.13016264358632146
ACOAD1b,5.291693834120794
ACOAHim,0.0
ACOAO4p,0.0
ACOAO5p,0.0
ACOAO6p,0.0
ACOAO7p,0.0
ACOAO8p,0.0
ACOAO9p,0.0
ACOATA,0.0
ACOATAm,0.0
ACON3MT,0.0
ACONT,0.23638092920810042
ACONT3m,0.0
ACONTm,0.0
ACOTAim,0.03728544888470922
ACP1e,0.0
ACPSm,0.0
ACRNtm,0.0
ACRNtp,0.0
ACS,0.0
ACSm,0.28863160182063197
ACSp,0.0
ACt2r,-13.086389912790928
ACtm,0.288631601820632
ACtp,0.0
ACtr,13.086389912790926
ADA,0.0
ADCL,0.0
ADCS,0.0
ADD,0.0
ADEt2,0.0
ADEtm,0.0
ADHAPR_SC,0.0
ADK1,0.2431976466208629
ADK1m,0.288631601820632
ADK3,0.0
ADK3m,0.0
ADK4,0.0
ADK4m,0.0
ADMDC,0.0
ADNCYC,0.0
ADNK1,0.004338754786210716
ADNUC,0.0
ADNt2,0.0
ADPT,0.0
ADSK,0.013294687125661713
ADSL1r,0.026890998915599817
ADSL2r,0.022967558090208198
ADSS,0.026890998915599817
AGAT_SC,0.005730868621358538
AGPRim,0.037285448884709214
AGTi,0.0
AHCYStm,0.0
AHCi,0.004338754786210716
AHMMPS,0.0
AHSERL,0.0
AHSERL2,0.01329468712566171
AICART,0.03835041596859164
AIRCr,0.022967558090208194
AKGDam,0.0
AKGDbm,0.0
AKGMAL,0.0
AKGt2n,0.0
AKGt2r,0.0
AKGtp,0.0
AKP1,0.0
ALASm,0.0
ALATA_L,-0.10645030459430342
ALATA_Lm,0.0
ALATRS,0.0
ALAt2r,9.406912532082162e-17
ALAtmi,0.0
ALCD19y,0.0
ALCD22xi,0.0
ALCD22xim,0.0
ALCD22yi,0.0
ALCD23xi,0.0
ALCD23xim,0.0
ALCD23yi,0.0
ALCD24xi,0.0
ALCD24xim,0.0
ALCD24yi,0.0
ALCD25xi,0.0
ALCD25xim,0.0
ALCD25yi,0.0
ALCD26xi,0.0
ALCD26xim,0.0
ALCD2ir,0.0
ALCD2irm,0.0
ALCD2x_copy1,0.0
ALCD2x_copy2,0.0
ALDD19xr,0.0
ALDD20xm,0.0
ALDD20y,0.0
ALDD20ym,0.0
ALDD22x,0.0
ALDD2xm,0.0
ALDD2y,0.2753369146949703
ALDD2ym,0.0
ALLTAHr,0.0
ALLTN,0.0
ALLTNti,0.0
ALLTTti,0.0
ALPHNH,0.0
AMAOTr,0.0
AMETt2,0.0
AMETtm,0.0
AMID,0.0
AMID2,0.0
AMID3,0.0
AMPDA,0.0
AMPN,0.0
AMPtn,0.0
ANPRT,0.0065893388196996945
ANS,0.006589338819699694
AOBUTDs,0.0
AP4AH,0.0
APRTO2,0.0
ARAB14LO,0.0
ARAB1D2,0.0
ARABR,0.0
ARAB_Dt,0.0
ARAB_Lt,0.0
ARGN,0.0
ARGSL,0.037285448884709194
ARGSS,0.037285448884709194
ARGTRS,0.0
ARGTRSm,0.0
ARGt2m,0.0
ARGt2r,0.0
ARGt6,0.0
ARMT,0.0
ASAD,-0.37621876394868226
ASNN,0.0
ASNNe,0.0
ASNS1,0.023596329505755596
ASNTRS,0.0
ASNTRSm,0.0
ASNt2m,0.0
ASNt2r,0.0
ASNt6,0.0
ASNt7,0.0
ASPCT,0.025661298361224875
ASPGLU2m,0.0
ASPGLUtp,0.0
ASPK,0.3762187639486822
ASPOcm,0.0
ASPTA,-0.5525276609804174
ASPTAm,-0.029118381051841946
ASPTAp,0.0
ASPTRS,0.0
ASPTRSm,0.0
ASPt2m,-0.029118381051841943
ASPt2n,0.0
ASPt2r,0.0
ASPt5n,0.0
ASPt7,0.0
ATHRDHr,0.0
ATP2tp_H,0.0
ATPATF1,0.0
ATPATF2,0.0
ATPATF3,0.0
ATPH1,0.0
ATPM,1.0
ATPPRT,0.015382857878383446
ATPS,0.0
ATPS3g,0.0
ATPS3m,3.7603853865314805
